GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0070848	response to growth factor	0.0001436480916802226	0.0001436480916802226	+1	ENSG00000148400,ENSG00000089250,ENSG00000110031,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000177885,ENSG00000197122,ENSG00000162521,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000127947
GO:0009888	tissue development	0.00016553101260516863	0.00016553101260516863	+1	ENSG00000148400,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000178372,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000080815,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000130726
GO:0055117	regulation of cardiac muscle contraction	0.00017760320516192385	0.00017760320516192385	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0001708	cell fate specification	0.00019437477834427115	0.00019437477834427115	+1	ENSG00000148400,ENSG00000139549,ENSG00000169083,ENSG00000162521,ENSG00000168214,ENSG00000080815,ENSG00000164690,ENSG00000163501
GO:1901700	response to oxygen-containing compound	0.00019528051110220904	0.00019528051110220904	+1	ENSG00000148400,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000163501,ENSG00000162928,ENSG00000146648,ENSG00000089159,ENSG00000136159,ENSG00000004468,ENSG00000103653
GO:0050789	regulation of biological process	0.00020251143119636033	0.00020251143119636033	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653
GO:0006937	regulation of muscle contraction	0.00022467228590901473	0.00022467228590901473	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0009967	positive regulation of signal transduction	0.00023156723543554607	0.00023156723543554607	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136943
GO:0051050	positive regulation of transport	0.00031396620093992366	0.00031396620093992366	+1	ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000198363,ENSG00000137312,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000138798,ENSG00000130726,ENSG00000004468
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	0.0003250824650948235	0.0003250824650948235	+1	ENSG00000119782,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014
GO:0042592	homeostatic process	0.00034631166071879643	0.00034631166071879643	+1	ENSG00000148400,ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000166407,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000171813,ENSG00000163501,ENSG00000161533,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468,ENSG00000103653
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	0.0003626068954940224	0.0003626068954940224	+1	ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0071313	cellular response to caffeine	0.0003626068954940224	0.0003626068954940224	+1	ENSG00000198838,ENSG00000198626,ENSG00000196218,ENSG00000118729
GO:0090257	regulation of muscle system process	0.0003790868567448306	0.0003790868567448306	+1	ENSG00000148400,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0065007	biological regulation	0.00041965744253054653	0.00041965744253054653	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653
GO:0010243	response to organonitrogen compound	0.0004589189051238321	0.0004589189051238321	+1	ENSG00000148400,ENSG00000198838,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000198363,ENSG00000078369,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000103653
GO:0007507	heart development	0.0005086780578350184	0.0005086780578350184	+1	ENSG00000148400,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736
GO:0023057	negative regulation of signaling	0.0005186281146965619	0.0005186281146965619	+1	ENSG00000148400,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141867,ENSG00000127947,ENSG00000004468,ENSG00000103653
GO:0010648	negative regulation of cell communication	0.0005186281146965619	0.0005186281146965619	+1	ENSG00000148400,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141867,ENSG00000127947,ENSG00000004468,ENSG00000103653
GO:0060047	heart contraction	0.0005223945032332745	0.0005223945032332745	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0009725	response to hormone	0.0005255947081189643	0.0005255947081189643	+1	ENSG00000148400,ENSG00000139549,ENSG00000089250,ENSG00000109971,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000108175,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000004468,ENSG00000103653
GO:0007166	cell surface receptor signaling pathway	0.0005814877895577792	0.0005814877895577792	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000176533,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947,ENSG00000004468,ENSG00000103653
GO:0072329	monocarboxylic acid catabolic process	0.0006045116885831439	0.0006045116885831439	+1	ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876
GO:0007399	nervous system development	0.0006101360982684993	0.0006101360982684993	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000139197,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000119782,ENSG00000137312,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0035556	intracellular signal transduction	0.0006166252968943641	0.0006166252968943641	+1	ENSG00000148400,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000103653
GO:0035295	tube development	0.000669441848636034	0.000669441848636034	+1	ENSG00000148400,ENSG00000160691,ENSG00000120899,ENSG00000204256,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798
GO:0030003	intracellular monoatomic cation homeostasis	0.0006836912827285799	0.0006836912827285799	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0016485	protein processing	0.0007112479100073583	0.0007112479100073583	+1	ENSG00000139549,ENSG00000198363,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000156521
GO:0060048	cardiac muscle contraction	0.000718321035134378	0.000718321035134378	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0086065	cell communication involved in cardiac conduction	0.0007478279320015573	0.0007478279320015573	+1	ENSG00000119782,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0007275	multicellular organism development	0.0007775231662010464	0.0007775231662010464	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol	0.0007796868031451139	0.0007796868031451139	+1	ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0051128	regulation of cellular component organization	0.0007870852464676455	0.0007870852464676455	+1	ENSG00000148400,ENSG00000132535,ENSG00000105426,ENSG00000109971,ENSG00000137486,ENSG00000141480,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000189350,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142949,ENSG00000180900,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000130726,ENSG00000126243,ENSG00000004468,ENSG00000103653
GO:0003015	heart process	0.0007961608254885661	0.0007961608254885661	+1	ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:1901021	positive regulation of calcium ion transmembrane transporter activity	0.0008233766433438033	0.0008233766433438033	+1	ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000186439,ENSG00000160014
GO:0006873	intracellular monoatomic ion homeostasis	0.00083724885007914	0.00083724885007914	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0098771	inorganic ion homeostasis	0.0008560966887159699	0.0008560966887159699	+1	ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0014070	response to organic cyclic compound	0.0008749087162933054	0.0008749087162933054	+1	ENSG00000139549,ENSG00000198838,ENSG00000109971,ENSG00000141480,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000108175,ENSG00000163501,ENSG00000146648,ENSG00000118729,ENSG00000004468
GO:0051604	protein maturation	0.0008753255236805094	0.0008753255236805094	+1	ENSG00000139549,ENSG00000109971,ENSG00000088832,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000080815,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000156521
GO:0061337	cardiac conduction	0.0009120591657228518	0.0009120591657228518	+1	ENSG00000119782,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729
GO:0070371	ERK1 and ERK2 cascade	0.0009251107028944899	0.0009251107028944899	+1	ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653
GO:0071415	cellular response to purine-containing compound	0.0010874130260969577	0.0010874130260969577	+1	ENSG00000198838,ENSG00000198626,ENSG00000196218,ENSG00000118729
GO:0005513	detection of calcium ion	0.0010874130260969577	0.0010874130260969577	+1	ENSG00000198363,ENSG00000198626,ENSG00000160014,ENSG00000118729
GO:0006898	receptor-mediated endocytosis	0.001146871089355151	0.001146871089355151	+1	ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000137312,ENSG00000180900,ENSG00000100077,ENSG00000173020,ENSG00000146648,ENSG00000138798
GO:0048518	positive regulation of biological process	0.0012715192741875392	0.0012715192741875392	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000143318,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000136943,ENSG00000130726,ENSG00000108788,ENSG00000004468,ENSG00000103653
GO:0048513	animal organ development	0.0013127546132451575	0.0013127546132451575	+1	ENSG00000148400,ENSG00000139549,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726
GO:0002090	regulation of receptor internalization	0.0013670662631948423	0.0013670662631948423	+1	ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000137312,ENSG00000180900,ENSG00000138798
GO:0051592	response to calcium ion	0.0013760884389163338	0.0013760884389163338	+1	ENSG00000198838,ENSG00000120899,ENSG00000198363,ENSG00000198626,ENSG00000196218,ENSG00000160014,ENSG00000146648,ENSG00000118729
GO:2001258	negative regulation of cation channel activity	0.0015486474711257374	0.0015486474711257374	+1	ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0080090	regulation of primary metabolic process	0.0015894940794569168	0.0015894940794569168	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000145687,ENSG00000089250,ENSG00000103254,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000116030,ENSG00000221874,ENSG00000119782,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000139160,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000146757,ENSG00000080815,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136159,ENSG00000130726,ENSG00000108788,ENSG00000004468
GO:0003007	heart morphogenesis	0.0016261240251909611	0.0016261240251909611	+1	ENSG00000148400,ENSG00000088832,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501
GO:0098609	cell-cell adhesion	0.0016608369085773574	0.0016608369085773574	+1	ENSG00000148400,ENSG00000132535,ENSG00000105426,ENSG00000160691,ENSG00000132589,ENSG00000137312,ENSG00000197122,ENSG00000142949,ENSG00000180900,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000126243,ENSG00000103653
GO:0050896	response to stimulus	0.0018327982863021314	0.0018327982863021314	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000116030,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000004468,ENSG00000103653
GO:0003008	system process	0.0019351215268277066	0.0019351215268277066	+1	ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000139197,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000183310,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000127588,ENSG00000004468
GO:0031000	response to caffeine	0.0019621177551306045	0.0019621177551306045	+1	ENSG00000198838,ENSG00000198626,ENSG00000196218,ENSG00000118729
GO:0051051	negative regulation of transport	0.0020021686584312153	0.0020021686584312153	+1	ENSG00000148400,ENSG00000132535,ENSG00000089250,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000186439,ENSG00000164690,ENSG00000160014,ENSG00000138798,ENSG00000118729,ENSG00000103653
GO:0070887	cellular response to chemical stimulus	0.0022625380117511015	0.0022625380117511015	+1	ENSG00000148400,ENSG00000132535,ENSG00000198838,ENSG00000089250,ENSG00000109971,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000162928,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000136159,ENSG00000103653
GO:0045453	bone resorption	0.0023548449552869355	0.0023548449552869355	+1	ENSG00000120899,ENSG00000197122,ENSG00000163501,ENSG00000146648,ENSG00000004468,ENSG00000103653
GO:0048646	anatomical structure formation involved in morphogenesis	0.002378913687947802	0.002378913687947802	+1	ENSG00000148400,ENSG00000089250,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000137312,ENSG00000169083,ENSG00000142875,ENSG00000143318,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000141736,ENSG00000138798
GO:0001503	ossification	0.002444424966037085	0.002444424966037085	+1	ENSG00000148400,ENSG00000139549,ENSG00000133835,ENSG00000120899,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648
GO:0010649	regulation of cell communication by electrical coupling	0.002556098299877726	0.002556098299877726	+1	ENSG00000198363,ENSG00000186439,ENSG00000160014,ENSG00000118729
GO:0032501	multicellular organismal process	0.0025635624617426746	0.0025635624617426746	+1	ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000105426,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000176533,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000186439,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171813,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000118729,ENSG00000130726,ENSG00000127588,ENSG00000126243,ENSG00000004468,ENSG00000103653
