# version: e111_eg58_p18_f463989d
# date: 10/1/2024, 1:22:27 PM
# organism: hsapiens
# all results: false
# ordered: false
# no iea: false
# sources: GO:MF,GO:BP,GO:CC,KEGG,REAC,WP,TF,MIRNA,HPA,CORUM,HP
# combined: false
# numeric ns: ENTREZGENE_ACC
# domain scope: annotated
# measure underrepresentation: false
# significance threshold method: g_SCS
# user threshold: 0.05
# no evidences: false
# query genes included: query_1<ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000157322,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000172824,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000129007,ENSG00000133835,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000237172,ENSG00000175470,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000167378,ENSG00000152229,ENSG00000221886,ENSG00000206069,ENSG00000088832,ENSG00000120899,ENSG00000213965,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000067365,ENSG00000214562,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000169717,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000203791,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000166321,ENSG00000180900,ENSG00000168214,ENSG00000188322,ENSG00000188100,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000185522,ENSG00000183310,ENSG00000183715,ENSG00000080815,ENSG00000184716,ENSG00000100077,ENSG00000178363,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000169885,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000161533,ENSG00000160014,ENSG00000156521,ENSG00000150787,ENSG00000146700,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000140876,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000135617,ENSG00000130950,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653>
# query genes not included: ,
# query genes duplicates: none
"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","system development","GO:0048731","false","0.00006127910154875979","4.212687610791841","3973","104","44","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000119782,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000126243,ENSG00000004468,ENSG00000103653"
"GO:BP","peptidyl-lysine modification","GO:0018205","false","0.00006371482374973336","4.195759513916744","140","104","9","21031","ENSG00000103254,ENSG00000188612,ENSG00000116030,ENSG00000203791,ENSG00000139160,ENSG00000108175,ENSG00000171806,ENSG00000144401,ENSG00000130726"
"GO:BP","macromolecule modification","GO:0043412","false","0.00007494509929544826","4.125256760661329","3262","104","39","21031","ENSG00000132535,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000137486,ENSG00000203740,ENSG00000188612,ENSG00000141480,ENSG00000237172,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000116030,ENSG00000067365,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000137312,ENSG00000197122,ENSG00000142875,ENSG00000203791,ENSG00000142949,ENSG00000139160,ENSG00000188322,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000171806,ENSG00000160014,ENSG00000146648,ENSG00000144401,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000127947,ENSG00000103653"
"GO:BP","cellular response to growth factor stimulus","GO:0071363","false","0.00007716658739596837","4.112570705501905","681","104","17","21031","ENSG00000148400,ENSG00000089250,ENSG00000110031,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000177885,ENSG00000197122,ENSG00000162521,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000127947"
"GO:BP","signal complex assembly","GO:0007172","false","0.00007780072113539872","4.10901637751323","8","104","4","21031","ENSG00000120899,ENSG00000197122,ENSG00000169398,ENSG00000089159"
"GO:BP","peptidyl-lysine methylation","GO:0018022","false","0.00007844671552089624","4.105425235136469","20","104","5","21031","ENSG00000103254,ENSG00000203791,ENSG00000139160,ENSG00000171806,ENSG00000144401"
"GO:BP","response to nitrogen compound","GO:1901698","false","0.00008721153745807397","4.05942605723572","1060","104","21","21031","ENSG00000148400,ENSG00000198838,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000103653"
"GO:BP","regulation of monoatomic ion transport","GO:0043269","false","0.00009750369472821811","4.010978927176589","451","104","14","21031","ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000116030,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000138798,ENSG00000118729"
"GO:BP","cellular response to organonitrogen compound","GO:0071417","false","0.00010302007047177096","3.9870781573724385","610","104","16","21031","ENSG00000198838,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000177885,ENSG00000078369,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000103653"
"GO:BP","fatty acid catabolic process","GO:0009062","true","0.00011844365100753058","3.9264882140150457","107","104","8","21031","ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876"
"GO:BP","regulation of heart contraction","GO:0008016","false","0.00012162537093611538","3.9149758221993376","201","104","10","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","response to growth factor","GO:0070848","false","0.0001436480916802226","3.8427001390994895","711","104","17","21031","ENSG00000148400,ENSG00000089250,ENSG00000110031,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000177885,ENSG00000197122,ENSG00000162521,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000127947"
"GO:BP","tissue development","GO:0009888","false","0.00016553101260516863","3.781120628223435","2010","104","29","21031","ENSG00000148400,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000177885,ENSG00000178372,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000080815,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000138798,ENSG00000130726"
"GO:BP","regulation of cardiac muscle contraction","GO:0055117","false","0.00017760320516192385","3.7505492008796213","75","104","7","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","cell fate specification","GO:0001708","true","0.00019437477834427115","3.7113600888775236","114","104","8","21031","ENSG00000148400,ENSG00000139549,ENSG00000169083,ENSG00000162521,ENSG00000168214,ENSG00000080815,ENSG00000164690,ENSG00000163501"
"GO:BP","response to oxygen-containing compound","GO:1901700","false","0.00019528051110220904","3.709341096922604","1663","104","26","21031","ENSG00000148400,ENSG00000139549,ENSG00000198838,ENSG00000089250,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000163501,ENSG00000162928,ENSG00000146648,ENSG00000089159,ENSG00000136159,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of biological process","GO:0050789","false","0.00020251143119636033","3.6935504570647097","12287","104","86","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653"
"GO:BP","regulation of muscle contraction","GO:0006937","false","0.00022467228590901473","3.648450495979184","162","104","9","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","positive regulation of signal transduction","GO:0009967","false","0.00023156723543554607","3.6353228891422016","1561","104","25","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000175356,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000136943"
"GO:BP","positive regulation of transport","GO:0051050","false","0.00031396620093992366","3.5031171020393765","844","104","18","21031","ENSG00000089250,ENSG00000137486,ENSG00000141480,ENSG00000198363,ENSG00000137312,ENSG00000197122,ENSG00000143318,ENSG00000198626,ENSG00000186439,ENSG00000080815,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000160014,ENSG00000146648,ENSG00000138798,ENSG00000130726,ENSG00000004468"
"GO:BP","cell communication by electrical coupling involved in cardiac conduction","GO:0086064","false","0.0003250824650948235","3.4880064556590242","26","104","5","21031","ENSG00000119782,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014"
"GO:BP","homeostatic process","GO:0042592","false","0.00034631166071879643","3.460532885001019","1712","104","26","21031","ENSG00000148400,ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000165059,ENSG00000197122,ENSG00000142875,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000166407,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000171813,ENSG00000163501,ENSG00000161533,ENSG00000160014,ENSG00000146648,ENSG00000118729,ENSG00000004468,ENSG00000103653"
"GO:BP","negative regulation of ryanodine-sensitive calcium-release channel activity","GO:0060315","false","0.0003626068954940224","3.440563941424929","11","104","4","21031","ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","cellular response to caffeine","GO:0071313","false","0.0003626068954940224","3.440563941424929","11","104","4","21031","ENSG00000198838,ENSG00000198626,ENSG00000196218,ENSG00000118729"
"GO:BP","regulation of muscle system process","GO:0090257","false","0.0003790868567448306","3.421261272661786","227","104","10","21031","ENSG00000148400,ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","biological regulation","GO:0065007","false","0.00041965744253054653","3.377105070367423","12680","104","87","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000198838,ENSG00000145687,ENSG00000089250,ENSG00000105426,ENSG00000103254,ENSG00000140368,ENSG00000109971,ENSG00000166444,ENSG00000110031,ENSG00000133835,ENSG00000137486,ENSG00000188612,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000139197,ENSG00000153485,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000132589,ENSG00000197037,ENSG00000177885,ENSG00000116030,ENSG00000221874,ENSG00000176533,ENSG00000119782,ENSG00000178372,ENSG00000189350,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000244462,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000139160,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000166407,ENSG00000108175,ENSG00000141404,ENSG00000186439,ENSG00000146757,ENSG00000183310,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000171806,ENSG00000171813,ENSG00000169925,ENSG00000164690,ENSG00000163501,ENSG00000160014,ENSG00000156521,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000136943,ENSG00000136159,ENSG00000130726,ENSG00000127947,ENSG00000127588,ENSG00000108788,ENSG00000126243,ENSG00000112874,ENSG00000004468,ENSG00000103653"
"GO:BP","response to organonitrogen compound","GO:0010243","false","0.0004589189051238321","3.3382640512139385","964","104","19","21031","ENSG00000148400,ENSG00000198838,ENSG00000141480,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000198363,ENSG00000078369,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000118729,ENSG00000103653"
"GO:BP","heart development","GO:0007507","false","0.0005086780578350184","3.293556995544775","599","104","15","21031","ENSG00000148400,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000198626,ENSG00000196218,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000173020,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736"
"GO:BP","negative regulation of signaling","GO:0023057","false","0.0005186281146965619","3.2851439439364722","1398","104","23","21031","ENSG00000148400,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141867,ENSG00000127947,ENSG00000004468,ENSG00000103653"
"GO:BP","negative regulation of cell communication","GO:0010648","false","0.0005186281146965619","3.2851439439364722","1398","104","23","21031","ENSG00000148400,ENSG00000105426,ENSG00000109971,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000080815,ENSG00000100077,ENSG00000173020,ENSG00000072062,ENSG00000164690,ENSG00000146648,ENSG00000141867,ENSG00000127947,ENSG00000004468,ENSG00000103653"
"GO:BP","heart contraction","GO:0060047","false","0.0005223945032332745","3.2820014014650205","235","104","10","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","response to hormone","GO:0009725","false","0.0005255947081189643","3.2793490160630063","874","104","18","21031","ENSG00000148400,ENSG00000139549,ENSG00000089250,ENSG00000109971,ENSG00000160691,ENSG00000050820,ENSG00000120899,ENSG00000177885,ENSG00000078369,ENSG00000169083,ENSG00000197122,ENSG00000169398,ENSG00000108175,ENSG00000072062,ENSG00000146648,ENSG00000089159,ENSG00000004468,ENSG00000103653"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","false","0.0005814877895577792","3.2354594004253947","2799","104","34","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000110031,ENSG00000137486,ENSG00000141480,ENSG00000141738,ENSG00000160691,ENSG00000050820,ENSG00000088832,ENSG00000120899,ENSG00000177885,ENSG00000176533,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000143801,ENSG00000142949,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000127947,ENSG00000004468,ENSG00000103653"
"GO:BP","monocarboxylic acid catabolic process","GO:0072329","false","0.0006045116885831439","3.2185952973870244","132","104","8","21031","ENSG00000133835,ENSG00000139197,ENSG00000213965,ENSG00000139160,ENSG00000162928,ENSG00000161533,ENSG00000156521,ENSG00000140876"
"GO:BP","nervous system development","GO:0007399","false","0.0006101360982684993","3.214573279523202","2531","104","32","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000139197,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000119782,ENSG00000137312,ENSG00000197122,ENSG00000162521,ENSG00000142875,ENSG00000142949,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000126243,ENSG00000004468,ENSG00000103653"
"GO:BP","intracellular signal transduction","GO:0035556","false","0.0006166252968943641","3.209978662424507","2668","104","33","21031","ENSG00000148400,ENSG00000089250,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000088832,ENSG00000120899,ENSG00000132589,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000142875,ENSG00000143318,ENSG00000143801,ENSG00000198626,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000141867,ENSG00000118729,ENSG00000137727,ENSG00000103653"
"GO:BP","tube development","GO:0035295","false","0.000669441848636034","3.174287142196915","1091","104","20","21031","ENSG00000148400,ENSG00000160691,ENSG00000120899,ENSG00000204256,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000146648,ENSG00000141736,ENSG00000138798"
"GO:BP","intracellular monoatomic cation homeostasis","GO:0030003","false","0.0006836912827285799","3.1651399574511547","529","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","protein processing","GO:0016485","false","0.0007112479100073583","3.1479789967636282","243","104","10","21031","ENSG00000139549,ENSG00000198363,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000080815,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000156521"
"GO:BP","cardiac muscle contraction","GO:0060048","false","0.000718321035134378","3.143681415608988","135","104","8","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000198626,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","cell communication involved in cardiac conduction","GO:0086065","false","0.0007478279320015573","3.1261983176150756","57","104","6","21031","ENSG00000119782,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","multicellular organism development","GO:0007275","false","0.0007775231662010464","3.109286662361064","4643","104","46","21031","ENSG00000148400,ENSG00000132535,ENSG00000139549,ENSG00000105426,ENSG00000133835,ENSG00000141480,ENSG00000160691,ENSG00000139197,ENSG00000088832,ENSG00000120899,ENSG00000204256,ENSG00000177885,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000165059,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000162521,ENSG00000184292,ENSG00000142875,ENSG00000198626,ENSG00000142949,ENSG00000196218,ENSG00000180900,ENSG00000168214,ENSG00000169398,ENSG00000108175,ENSG00000183715,ENSG00000080815,ENSG00000173020,ENSG00000175356,ENSG00000072062,ENSG00000164690,ENSG00000163501,ENSG00000162928,ENSG00000160014,ENSG00000150787,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000130726,ENSG00000126243,ENSG00000004468,ENSG00000103653"
"GO:BP","negative regulation of release of sequestered calcium ion into cytosol","GO:0051280","false","0.0007796868031451139","3.108079816516479","13","104","4","21031","ENSG00000119782,ENSG00000186439,ENSG00000160014,ENSG00000118729"
"GO:BP","regulation of cellular component organization","GO:0051128","false","0.0007870852464676455","3.1039782281675405","2425","104","31","21031","ENSG00000148400,ENSG00000132535,ENSG00000105426,ENSG00000109971,ENSG00000137486,ENSG00000141480,ENSG00000050820,ENSG00000139197,ENSG00000120899,ENSG00000177885,ENSG00000116030,ENSG00000119782,ENSG00000189350,ENSG00000198363,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000184292,ENSG00000142949,ENSG00000180900,ENSG00000169398,ENSG00000080815,ENSG00000072062,ENSG00000146648,ENSG00000141736,ENSG00000089159,ENSG00000138798,ENSG00000130726,ENSG00000126243,ENSG00000004468,ENSG00000103653"
"GO:BP","heart process","GO:0003015","false","0.0007961608254885661","3.0989991953687293","246","104","10","21031","ENSG00000089250,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000173020,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","positive regulation of calcium ion transmembrane transporter activity","GO:1901021","false","0.0008233766433438033","3.0844014567589517","31","104","5","21031","ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000186439,ENSG00000160014"
"GO:BP","intracellular monoatomic ion homeostasis","GO:0006873","false","0.00083724885007914","3.0771454402701823","538","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","inorganic ion homeostasis","GO:0098771","false","0.0008560966887159699","3.0674771827475693","539","104","14","21031","ENSG00000198838,ENSG00000089250,ENSG00000088832,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000143318,ENSG00000198626,ENSG00000196218,ENSG00000186439,ENSG00000080815,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","response to organic cyclic compound","GO:0014070","false","0.0008749087162933054","3.0580372567813034","905","104","18","21031","ENSG00000139549,ENSG00000198838,ENSG00000109971,ENSG00000141480,ENSG00000120899,ENSG00000119782,ENSG00000198363,ENSG00000078369,ENSG00000137312,ENSG00000169083,ENSG00000197122,ENSG00000198626,ENSG00000196218,ENSG00000108175,ENSG00000163501,ENSG00000146648,ENSG00000118729,ENSG00000004468"
"GO:BP","protein maturation","GO:0051604","false","0.0008753255236805094","3.0578304077235408","540","104","14","21031","ENSG00000139549,ENSG00000109971,ENSG00000088832,ENSG00000119782,ENSG00000198363,ENSG00000197122,ENSG00000142875,ENSG00000143801,ENSG00000080815,ENSG00000072062,ENSG00000170606,ENSG00000164690,ENSG00000163501,ENSG00000156521"
"GO:BP","cardiac conduction","GO:0061337","false","0.0009120591657228518","3.039976987862922","95","104","7","21031","ENSG00000119782,ENSG00000197122,ENSG00000198626,ENSG00000186439,ENSG00000072062,ENSG00000160014,ENSG00000118729"
"GO:BP","ERK1 and ERK2 cascade","GO:0070371","true","0.0009251107028944899","3.0338062945263737","315","104","11","21031","ENSG00000148400,ENSG00000166444,ENSG00000137486,ENSG00000141480,ENSG00000160691,ENSG00000120899,ENSG00000197122,ENSG00000146648,ENSG00000141736,ENSG00000138798,ENSG00000103653"
"GO:BP","cellular response to purine-containing compound","GO:0071415","false","0.0010874130260969577","2.9636054688990074","14","104","4","21031","ENSG00000198838,ENSG00000198626,ENSG00000196218,ENSG00000118729"
"GO:BP","detection of calcium ion","GO:0005513","false","0.0010874130260969577","2.9636054688990074","14","104","4","21031","ENSG00000198363,ENSG00000198626,ENSG00000160014,ENSG00000118729"
"GO:BP","receptor-mediated endocytosis","GO:0006898","false","0.001146871089355151","2.9404853949392056","256","104","10","21031","ENSG00000132535,ENSG00000137486,ENSG00000141480,ENSG00000177885,ENSG00000137312,ENSG00000180900,ENSG00000100077,ENSG00000173020,ENSG00000146648,ENSG00000138798"
